TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.isf.medicalstock.manager.MovStockInsertingManager,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.4777011515881379,589,258
